ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
18907,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,5.0,9.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,"Transportation, or Supply Chain",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;Redis;SQLite,95000.0,44.0
18908,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",18.0,18.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,"Iran, Islamic Republic of...",Bash/Shell (all shells);Java;JavaScript;R;SQL,H2;MariaDB;Oracle;PostgreSQL,50000.0,54.0
18910,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",4.0,5.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Finland,Elixir;HTML/CSS;JavaScript;Kotlin;Ruby;SQL;TypeScript,PostgreSQL;Supabase,87011.0,34.0
18916,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,10.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis;Snowflake,180000.0,34.0
18927,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,15.0,"Developer, mobile",20 to 99 employees,Individual contributor,Remote,Other:,United States of America,Kotlin,None,129000.0,34.0
1893,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",27.0,40.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,Individual contributor,Remote,Higher Education,United States of America,C++;Dart;HTML/CSS;JavaScript;Python;SQL,Dynamodb;Elasticsearch;PostgreSQL,62000.0,54.0
18935,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22.0,24.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Healthcare,United States of America,Bash/Shell (all shells);JavaScript;Python;Ruby,PostgreSQL;Snowflake;SQLite,163000.0,44.0
18937,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",7.0,8.0,"Developer, mobile",20 to 99 employees,Individual contributor,Remote,"Transportation, or Supply Chain",Belgium,Bash/Shell (all shells);C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Ruby;Swift,None,142698.0,34.0
1895,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,30.0,"Developer, full-stack",20 to 99 employees,People manager,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Delphi;Groovy;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Microsoft SQL Server,88492.0,54.0
18953,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,15.0,"Developer, full-stack","1,000 to 4,999 employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Government,Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Oracle,21844.0,44.0
18955,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Australia,HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,MariaDB;MySQL;Redis,71510.0,44.0
18993,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,15.0,AI/ML engineer,100 to 499 employees,Individual contributor,Remote,Healthcare,United States of America,Python;Rust,PostgreSQL;Snowflake,250000.0,34.0
19010,25-34 years old,Other (please specify):,Employed,10.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,Bash/Shell (all shells);C#;F#;Go;HTML/CSS;JavaScript;Lisp;PowerShell;Rust;SQL,Microsoft SQL Server;SQLite,63059.0,34.0
1902,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,23.0,Engineering manager,"1,000 to 4,999 employees",People manager,Remote,Software Development,Germany,Dart;JavaScript;Kotlin;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;Snowflake;SQLite,150818.0,54.0
19020,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,16.0,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,Healthcare,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,270.0,34.0
19030,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,13.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United States of America,Bash/Shell (all shells);C#;Elixir;Go;Java;JavaScript;Python;TypeScript,Dynamodb;MongoDB;PostgreSQL;SQLite,210000.0,34.0
19034,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,15.0,18.0,Academic researcher,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);COBOL;Go;Groovy;HTML/CSS;Java;JavaScript;MATLAB;Perl;PHP;PowerShell;Python;R;Ruby;SQL;TypeScript;VBA;Visual Basic (.Net),Cassandra;Cloud Firestore;Dynamodb;Firebase Realtime Database;IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite;Amazon Redshift,235000.0,44.0
19036,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,8.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Other,Java;Python;Rust,None,80000.0,34.0
1905,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20.0,30.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,Bash/Shell (all shells);C#;Elixir;JavaScript;Python;Rust;SQL,Elasticsearch;MariaDB;PostgreSQL;Redis,89183.0,54.0
19050,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,7.0,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,Firebase Realtime Database;Microsoft SQL Server;MongoDB;SQLite,81000.0,24.0
19057,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Manufacturing,Colombia,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dynamodb;MariaDB;MySQL;PostgreSQL;Redis,10901.0,24.0
19073,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",25.0,30.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;MongoDB;Redis;SQLite,81210.0,44.0
19078,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,31.0,Engineering manager,"10,000 or more employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Israel,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,Elasticsearch;InfluxDB;MariaDB;MySQL,147071.0,44.0
19087,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,26.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;PowerShell;Rust;SQL,PostgreSQL;SQLite,162523.0,54.0
19095,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,17.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Portugal,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite,232029.0,34.0
19096,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,Other (please specify):,100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Energy,Brazil,Bash/Shell (all shells);Dart;PowerShell;Python;SQL,PostgreSQL;SQLite,72815.0,34.0
19100,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,34.0,45.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Government,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Dynamodb;PostgreSQL,187500.0,64.0
19106,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,25.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Taiwan,C#;Dart;JavaScript;PowerShell;Python,Microsoft SQL Server;Oracle,50829.0,54.0
19132,45-54 years old,Other (please specify):,Employed,28.0,39.0,AI/ML engineer,100 to 499 employees,Individual contributor,Remote,Software Development,New Zealand,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Elasticsearch;MongoDB;MySQL;Redis,96377.0,54.0
19137,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",8.0,9.0,"Developer, mobile",20 to 99 employees,Individual contributor,Remote,Other:,United States of America,Dart;JavaScript,Cloud Firestore;Firebase Realtime Database,250000.0,44.0
19140,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",3.0,4.0,"Developer, front-end",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,TypeScript,Cloud Firestore,14322.0,44.0
19142,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",15.0,30.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,Bash/Shell (all shells);GDScript;HTML/CSS;Java;JavaScript;Scala;SQL,Cassandra;Cloud Firestore;Dynamodb;Firebase Realtime Database;H2;MariaDB;MySQL;PostgreSQL;Redis;SQLite,116015.0,44.0
19148,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,15.0,"Developer, QA or test",500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,C++;Java;JavaScript;PowerShell;Python;Ruby;Rust;Swift;TypeScript,BigQuery;Elasticsearch;PostgreSQL;Redis;SQLite,200000.0,44.0
1915,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,20.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Switzerland,C;C#;C++;Groovy;PowerShell;Python,None,161191.0,44.0
19151,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,16.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Rust;Scala;TypeScript,Cassandra;Dynamodb;PostgreSQL,174000.0,34.0
19152,25-34 years old,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",7.0,11.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Government,Canada,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Oracle,104330.0,34.0
19154,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,15.0,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,Bash/Shell (all shells);Groovy;Java;Kotlin;SQL,Cassandra;H2;PostgreSQL;SQLite,145144.0,34.0
19161,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40.0,40.0,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,In-person,Software Development,United States of America,C;C++;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,160000.0,64.0
19162,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,12.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Other:,United States of America,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;TypeScript,PostgreSQL;Redis;Snowflake,225000.0,44.0
19163,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,17.0,AI/ML engineer,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Canada,HTML/CSS;Python;SQL;TypeScript,PostgreSQL,131325.0,44.0
19172,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,13.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,New Zealand,HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;SQLite,66259.0,34.0
19174,65 years or older,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40.0,43.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;Redis,140000.0,
19186,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,15.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,India,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;SQLite,6974.0,34.0
19190,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,18.0,Cybersecurity or InfoSec professional,Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,Dynamodb;InfluxDB;Neo4J;PostgreSQL;Redis;SQLite,285000.0,34.0
19204,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",14.0,23.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",Australia,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,58508.0,44.0
19207,45-54 years old,Some college/university study without earning a degree,Employed,28.0,38.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Government,Australia,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MySQL,74761.0,54.0
19214,Prefer not to say,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I prefer not to say,4.0,6.0,Other (please specify):,20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,80000.0,
19224,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,16.0,DevOps engineer or professional,"10,000 or more employees",Individual contributor,Remote,Government,Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,MongoDB;PostgreSQL,75877.0,54.0
19235,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,8.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Manufacturing,Japan,C;C++;Java;Python,None,3800.0,44.0
19244,45-54 years old,Some college/university study without earning a degree,Employed,26.0,30.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,Remote,Healthcare,United States of America,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Microsoft SQL Server;Oracle;SQLite,157000.0,54.0
19265,35-44 years old,Some college/university study without earning a degree,Employed,19.0,5.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;TypeScript,None,108000.0,44.0
